,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Non Current Deferred Assets,1864261000.0,1736199000.0,1579899000.0,1394240000.0
Non Current Deferred Taxes Assets,14074278000.0,12771150000.0,10244296000.0,8192309000.0
Investmentin Financial Assets,4916047000.0,14126859000.0,21760862000.0,13852555000.0
Held To Maturity Securities,,6319047000.0,11094259000.0,7893935000.0
Available For Sale Securities,4916047000.0,7807812000.0,10666603000.0,5958620000.0
Long Term Equity Investment,5223478000.0,4976109000.0,5188817000.0,3796705000.0
Investment Properties,1184541000.0,1293629000.0,809936000.0,859195000.0
Goodwill And Other Intangible Assets,46589992000.0,49315973000.0,45457568000.0,45047824000.0
Other Intangible Assets,17008978000.0,18457736000.0,16908915000.0,17173072000.0
Goodwill,29581014000.0,30858237000.0,28548653000.0,27874752000.0
Net PPE,41664852000.0,38667968000.0,32266647000.0,27841132000.0
Accumulated Depreciation,-33135476000.0,-31234283000.0,-28783870000.0,-27024827000.0
Gross PPE,74800328000.0,69902251000.0,61050517000.0,54865959000.0
Construction In Progress,5363977000.0,4681220000.0,3843777000.0,2690930000.0
Other Properties,11061198000.0,10401173000.0,8716521000.0,7794700000.0
Machinery Furniture Equipment,28569578000.0,27000975000.0,25105806000.0,22940815000.0
Buildings And Improvements,,,,
Properties,29805575000.0,27818883000.0,23384413000.0,21439514000.0
Current Assets,389063786000.0,281320980000.0,261099271000.0,248864505000.0
Other Current Assets,106501182000.0,87958426000.0,98234212000.0,73664189000.0
Hedging Assets Current,2449535000.0,1278161000.0,665484000.0,545865000.0
Prepaid Assets,3686494000.0,3316194000.0,4367211000.0,4352807000.0
Inventory,63339188000.0,47339255000.0,46044897000.0,45924439000.0
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,859581000.0,556540000.0,368584000.0,
Finished Goods,48476915000.0,34938556000.0,34295338000.0,33217296000.0
Work In Process,2864446000.0,3170699000.0,2519241000.0,2406866000.0
Raw Materials,11138246000.0,8673460000.0,8861734000.0,10300277000.0
Other Receivables,29941992000.0,25079771000.0,24994802000.0,21986007000.0
Accounts Receivable,35798974000.0,32884739000.0,28237973000.0,24636440000.0
Allowance For Doubtful Accounts Receivable,,-1482721000.0,,
Gross Accounts Receivable,37199712000.0,34367460000.0,29570582000.0,25495619000.0
Cash Cash Equivalents And Short Term Investments,147346421000.0,83464434000.0,58554692000.0,77754758000.0
Other Short Term Investments,6936113000.0,1790588000.0,3284593000.0,5879202000.0
Cash And Cash Equivalents,140410308000.0,81673846000.0,55270099000.0,71875556000.0
Cash Equivalents,3889921000.0,4072963000.0,1688278000.0,443893000.0
Cash Financial,58907906000.0,32065870000.0,24289255000.0,23353487000.0
