,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Current Liabilities,117202312000.0,123141890000.0,131332781000.0,95722443000.0
Other Current Liabilities,1037409000.0,1138462000.0,2465593000.0,4819818000.0
Current Debt And Capital Lease Obligation,39530934000.0,24890013000.0,23354763000.0,22452066000.0
Current Debt,7693092000.0,4084299000.0,6486249000.0,5716032000.0
Payables,71307329000.0,91471206000.0,99792572000.0,63408788000.0
Other Payable,33589484000.0,53034492000.0,50804120000.0,32934563000.0
Dividends Payable,3169768000.0,2931471000.0,1371449000.0,13940000.0
Total Tax Payable,2225635000.0,4050459000.0,12732921000.0,4770403000.0
Accounts Payable,32322442000.0,31454784000.0,34884082000.0,25689882000.0
Total Assets,358554471000.0,354464336000.0,377475427000.0,288695542000.0
Total Non Current Assets,261199941000.0,258160158000.0,251165556000.0,199166628000.0
Other Non Current Assets,24945405000.0,22248239000.0,16163960000.0,15002710000.0
Non Current Deferred Assets,785468000.0,525828000.0,366145000.0,144418000.0
Non Current Deferred Taxes Assets,4866276000.0,5484717000.0,6066178000.0,3514885000.0
Investmentin Financial Assets,1627767000.0,1688942000.0,1891739000.0,1573870000.0
Held To Maturity Securities,63999000.0,68847000.0,226214000.0,65632000.0
Available For Sale Securities,1563768000.0,1620095000.0,1665525000.0,1508238000.0
Long Term Equity Investment,25642978000.0,23992605000.0,23798814000.0,20149147000.0
Investment Properties,1234824000.0,1109569000.0,1471730000.0,1414126000.0
Goodwill And Other Intangible Assets,8692944000.0,8557858000.0,14855191000.0,6517559000.0
Other Intangible Assets,8395775000.0,8238940000.0,14544848000.0,6213064000.0
Goodwill,297169000.0,318918000.0,310343000.0,304495000.0
Net PPE,191360787000.0,192218882000.0,184187617000.0,147158441000.0
Accumulated Depreciation,-124240989000.0,-115572354000.0,-81265291000.0,-69367374000.0
Gross PPE,315601776000.0,307791236000.0,265452908000.0,216525815000.0
Construction In Progress,22526980000.0,20204957000.0,17938112000.0,14456750000.0
Other Properties,8805205000.0,8385102000.0,36812212000.0,7513687000.0
Machinery Furniture Equipment,109586990000.0,104093820000.0,76946449000.0,68962950000.0
Buildings And Improvements,,,,
Properties,174682601000.0,175107357000.0,133756135000.0,125592428000.0
Current Assets,97354530000.0,96304178000.0,126309871000.0,89528914000.0
Other Current Assets,29718765000.0,28932930000.0,25968576000.0,14266266000.0
Assets Held For Sale Current,,8291000.0,8061000.0,7904000.0
Prepaid Assets,4747067000.0,5082936000.0,4189932000.0,4890401000.0
Inventory,7624810000.0,7742151000.0,9675602000.0,8454507000.0
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,365900000.0,178423000.0,1259586000.0,688015000.0
Finished Goods,2000003000.0,4218277000.0,5367325000.0,5223707000.0
Work In Process,2343555000.0,561648000.0,397387000.0,634079000.0
Raw Materials,2915352000.0,2783803000.0,2651304000.0,1908706000.0
Other Receivables,7491021000.0,9766028000.0,11724241000.0,9901731000.0
Accounts Receivable,9261230000.0,6973075000.0,8054473000.0,6179328000.0
Allowance For Doubtful Accounts Receivable,-951681000.0,-518923000.0,-339187000.0,-505005000.0
Gross Accounts Receivable,10212911000.0,7464767000.0,6896989000.0,6684333000.0
Cash Cash Equivalents And Short Term Investments,38511637000.0,37798767000.0,66688986000.0,45828777000.0
Other Short Term Investments,166772000.0,107472000.0,95713000.0,256311000.0
Cash And Cash Equivalents,38344865000.0,37691295000.0,66593273000.0,45572466000.0
Cash Equivalents,7849643000.0,7328936000.0,6553674000.0,5527945000.0
Cash Financial,30495222000.0,30268200000.0,38624150000.0,40044521000.0
